year,site,colony,track,sample,calc,extension,density,hdbands,partmort,height,diameter
2010,sad,sad22,t2,sad22_t2,0.686,0.4894,1.387338203,0,0,7,15
2009,sad,sad22,t2,sad22_t2,0.637,0.4238,1.486216206,0,0,7,15
2008,sad,sad22,t2,sad22_t2,1.39,0.9031,1.530009274,0,0,7,15
2007,sad,sad22,t2,sad22_t2,1.068,0.5802,1.825625308,0,0,7,15
2006,sad,sad22,t2,sad22_t2,0.972,0.565,1.705528478,0,0,7,15
2005,sad,sad22,t2,sad22_t2,1.512,0.999,1.505356186,0,0,7,15
2004,sad,sad22,t2,sad22_t2,1.195,0.7265,1.633195032,0,0,7,15
2013,dib,dib01,t2,dib01_t2,0.438,0.3481,1.258454969,0,0,NA,NA
2012,dib,dib01,t2,dib01_t2,1.369,1.1453,1.195738181,1,0,NA,NA
2011,dib,dib01,t2,dib01_t2,0.685,0.5045,1.357254252,0,0,NA,NA
2010,dib,dib01,t2,dib01_t2,0.659,0.5297,1.244758142,0,0,NA,NA
2009,dib,dib01,t2,dib01_t2,0.54,0.5348,1.010540444,0,0,NA,NA
2008,dib,dib01,t2,dib01_t2,0.555,0.4945,1.12308338,1,0,NA,NA
2007,dib,dib01,t2,dib01_t2,0.399,0.3027,1.31693386,0,0,NA,NA
2006,dib,dib01,t2,dib01_t2,0.623,0.4641,1.342705547,0,0,NA,NA
2005,dib,dib01,t2,dib01_t2,0.438,0.3128,1.401036579,0,0,NA,NA
2004,dib,dib01,t2,dib01_t2,0.609,0.3986,1.527756851,0,0,NA,NA
2003,dib,dib01,t2,dib01_t2,0.753,0.5197,1.449034282,0,0,NA,NA
2002,dib,dib01,t2,dib01_t2,0.553,0.3733,1.482041614,0,0,NA,NA
2001,dib,dib01,t2,dib01_t2,0.577,0.3734,1.546363321,0,0,NA,NA
2000,dib,dib01,t2,dib01_t2,0.526,0.3784,1.390042719,0,0,NA,NA
1999,dib,dib01,t2,dib01_t2,1.02,0.8022,1.272061182,0,0,NA,NA
1998,dib,dib01,t2,dib01_t2,0.827,0.5802,1.425831544,0,0,NA,NA
1997,dib,dib01,t2,dib01_t2,0.949,0.6811,1.393179379,0,0,NA,NA
1996,dib,dib01,t2,dib01_t2,1.099,0.7416,1.482228107,0,0,NA,NA
2013,dib,dib02,t2,dib02_t2,0.701,0.3229,2.171758436,1,0,NA,NA
2012,dib,dib02,t2,dib02_t2,0.848,0.3633,2.333461072,1,0,NA,NA
2011,dib,dib02,t2,dib02_t2,1.097,0.5247,2.090185064,1,0,NA,NA
2010,dib,dib02,t2,dib02_t2,0.701,0.4137,1.694380823,1,0,NA,NA
2009,dib,dib02,t2,dib02_t2,1.014,0.7063,1.436217178,0,0,NA,NA
2008,dib,dib02,t2,dib02_t2,0.564,0.3936,1.433352057,0,0,NA,NA
2007,dib,dib02,t2,dib02_t2,1.069,0.7971,1.341390632,0,0,NA,NA
2006,dib,dib02,t2,dib02_t2,1.085,0.7719,1.40606794,0,0,NA,NA
2005,dib,dib02,t2,dib02_t2,0.873,0.7013,1.244989891,0,0,NA,NA
2004,dib,dib02,t2,dib02_t2,0.615,0.555,1.107820342,0,0,NA,NA
2003,dib,dib02,t2,dib02_t2,0.662,0.6004,1.102806456,0,0,NA,NA
2013,dib,dib03,t2,dib03_t2,1.012,0.3935,2.204812165,1,0,8,24
2012,dib,dib03,t2,dib03_t2,1.101,0.8022,1.306156105,0,0,8,24
2011,dib,dib03,t2,dib03_t2,0.819,0.8275,1.104479726,0,0,8,24
2010,dib,dib03,t2,dib03_t2,0.914,0.8072,1.091720984,0,0,8,24
2009,dib,dib03,t2,dib03_t2,0.464,0.5752,1.295224744,0,0,8,24
2008,dib,dib03,t2,dib03_t2,0.778,0.6962,1.295461955,0,0,8,24
2007,dib,dib03,t2,dib03_t2,1.334,0.5701,1.537041951,0,0,8,24
2006,dib,dib03,t2,dib03_t2,0.733,0.3885,1.452767194,0,0,8,24
2005,dib,dib03,t2,dib03_t2,0.822,0.7719,1.336233071,0,0,8,24
2013,dib,dib04,t2,dib04_t2,1.067,0.7769,1.374010601,1,0,14,28
2012,dib,dib04,t2,dib04_t2,0.635,0.4692,1.353432909,0,0,14,28
2011,dib,dib04,t2,dib04_t2,0.765,0.5702,1.342453786,0,0,14,28
2010,dib,dib04,t2,dib04_t2,1.353,1.004,1.347899113,1,0,14,28
2009,dib,dib04,t2,dib04_t2,0.913,0.6912,1.321251654,0,0,14,28
2008,dib,dib04,t2,dib04_t2,0.738,0.6256,1.180241681,0,0,14,28
2007,dib,dib04,t2,dib04_t2,0.763,0.5398,1.41273323,0,0,14,28
2006,dib,dib04,t2,dib04_t2,0.689,0.56,1.229956158,0,0,14,28
2005,dib,dib04,t2,dib04_t2,0.602,0.5197,1.158601402,0,0,14,28
2004,dib,dib04,t2,dib04_t2,0.825,0.6761,1.220492953,0,0,14,28
2003,dib,dib04,t2,dib04_t2,0.652,0.565,1.153839779,0,0,14,28
2002,dib,dib04,t2,dib04_t2,1.027,0.9384,1.094699365,0,0,14,28
2001,dib,dib04,t2,dib04_t2,0.828,0.6711,1.23365919,0,0,14,28
2000,dib,dib04,t2,dib04_t2,1.335,1.0998,1.2134878,0,0,14,28
1999,dib,dib04,t2,dib04_t2,0.754,0.6105,1.234953236,0,0,14,28
2013,dib,dib06,t2,dib06_t2,1.292,0.8375,1.542330322,0,0,8.5,21
2012,dib,dib06,t2,dib06_t2,1.198,0.9435,1.269630209,1,0,8.5,21
2011,dib,dib06,t2,dib06_t2,1.3,1.0342,1.257362999,0,0,8.5,21
2010,dib,dib06,t2,dib06_t2,0.848,0.7114,1.191364172,0,0,8.5,21
2009,dib,dib06,t2,dib06_t2,1.021,0.6307,1.619404411,0,0,8.5,21
2008,dib,dib06,t2,dib06_t2,0.624,0.4086,1.526484301,0,0,8.5,21
2007,dib,dib06,t2,dib06_t2,1.167,0.8022,1.454325911,0,0,8.5,21
2006,dib,dib06,t2,dib06_t2,0.951,0.7467,1.273395893,0,0,8.5,21
2005,dib,dib06,t2,dib06_t2,0.424,0.333,1.273708814,0,0,8.5,21
2004,dib,dib06,t2,dib06_t2,0.437,0.3481,1.255325504,0,0,8.5,21
2013,dib,dib08,t2,dib08_t2,0.479,0.4137,1.157648208,0,0,7,23
2012,dib,dib08,t2,dib08_t2,0.871,0.7568,1.151554923,0,0,7,23
2011,dib,dib08,t2,dib08_t2,0.641,0.6408,1.00038538,0,0,7,23
2010,dib,dib08,t2,dib08_t2,0.894,0.7971,1.121466942,0,0,7,23
2009,dib,dib08,t2,dib08_t2,0.743,0.5853,1.269596644,0,0,7,23
2008,dib,dib08,t2,dib08_t2,0.89,0.7164,1.241878299,0,0,7,23
2007,dib,dib08,t2,dib08_t2,0.703,0.6054,1.161755948,0,0,7,23
2006,dib,dib08,t2,dib08_t2,0.751,0.6408,1.171990699,0,0,7,23
2013,dib,dib15,t2,dib15_t2,0.484,0.3431,1.41145383,0,0,6,14
2012,dib,dib15,t2,dib15_t2,0.844,0.6105,1.382551659,0,0,6,14
2011,dib,dib15,t2,dib15_t2,0.712,0.5146,1.384014519,0,0,6,14
2010,dib,dib15,t2,dib15_t2,0.788,0.6155,1.281049456,0,0,6,14
2009,dib,dib15,t2,dib15_t2,0.876,0.6962,1.258279417,0,0,6,14
2008,dib,dib15,t2,dib15_t2,0.855,0.7013,1.219199477,0,0,6,14
2013,dib,dib16,t2,dib16_t2,0.49,0.4288,1.143312023,0,0,7,22
2012,dib,dib16,t2,dib16_t2,1.048,0.8779,1.194306889,0,0,7,22
2011,dib,dib16,t2,dib16_t2,1.147,0.9737,1.178319471,0,0,7,22
2010,dib,dib16,t2,dib16_t2,1.031,0.8325,1.238416745,0,0,7,22
2009,dib,dib16,t2,dib16_t2,1.473,0.9536,1.5441547,0,0,7,22
2008,dib,dib16,t2,dib16_t2,1.243,0.8324,1.493482469,0,0,7,22
2013,ala,ala01,t2,ala01_t2,0.808,0.661,1.222817339,0,0,7,23
2012,ala,ala01,t2,ala01_t2,0.844,0.6004,1.405657891,0,0,7,23
2011,ala,ala01,t2,ala01_t2,0.783,0.5499,1.423561658,0,0,7,23
2010,ala,ala01,t2,ala01_t2,0.683,0.4742,1.440121284,0,0,7,23
2009,ala,ala01,t2,ala01_t2,0.912,0.6307,1.445557901,0,0,7,23
2008,ala,ala01,t2,ala01_t2,0.799,0.5398,1.479945573,0,0,7,23
2007,ala,ala01,t2,ala01_t2,1.244,0.8426,1.475825324,0,0,7,23
2006,ala,ala01,t2,ala01_t2,0.602,0.3784,1.590691273,0,0,7,23
2013,ala,ala02,t2,ala02_t2,1.385,1.4379,0.963129134,0,0,6,11
2012,ala,ala02,t2,ala02_t2,1.202,1.1755,1.022298383,0,0,6,11
2011,ala,ala02,t2,ala02_t2,1.281,1.004,1.275777949,0,0,6,11
2010,ala,ala02,t2,ala02_t2,1.528,1.0393,1.470312001,0,0,6,11
2013,ala,ala08,t2,ala08_t2,0.707,0.6155,1.147997772,0,0,8,15
2012,ala,ala08,t2,ala08_t2,0.563,0.444,1.267730776,0,0,8,15
2011,ala,ala08,t2,ala08_t2,0.74,0.5499,1.345114844,0,0,8,15
2010,ala,ala08,t2,ala08_t2,0.893,0.666,1.340796601,0,0,8,15
2009,ala,ala08,t2,ala08_t2,1.02,0.7063,1.444341552,0,0,8,15
2008,ala,ala08,t2,ala08_t2,0.876,0.5449,1.607827167,0,0,8,15
2007,ala,ala08,t2,ala08_t2,1.339,0.787,1.701101133,0,0,8,15
2006,ala,ala08,t2,ala08_t2,1.291,0.7467,1.729375831,0,0,8,15
2005,ala,ala08,t2,ala08_t2,1.177,0.772,1.524158184,0,0,8,15
2013,ala,ala10,t2,ala10_t2,0.465,0.3532,1.315119916,0,0,8.5,18
2012,ala,ala10,t2,ala10_t2,0.894,0.5953,1.502410712,0,0,8.5,18
2011,ala,ala10,t2,ala10_t2,0.887,0.4945,1.792782981,1,0,8.5,18
2010,ala,ala10,t2,ala10_t2,0.86,0.4541,1.894222928,0,0,8.5,18
2009,ala,ala10,t2,ala10_t2,0.927,0.4843,1.914827266,0,0,8.5,18
2008,ala,ala10,t2,ala10_t2,0.715,0.3834,1.864734084,0,0,8.5,18
2007,ala,ala10,t2,ala10_t2,0.775,0.4642,1.669882945,1,0,8.5,18
2006,ala,ala10,t2,ala10_t2,0.927,0.5852,1.583842886,0,0,8.5,18
2005,ala,ala10,t2,ala10_t2,1.167,0.7165,1.629123926,0,0,8.5,18
2004,ala,ala10,t2,ala10_t2,1.302,0.787,1.654471624,0,0,8.5,18
2003,ala,ala10,t2,ala10_t2,1.133,0.7064,1.603888582,0,0,8.5,18
2002,ala,ala10,t2,ala10_t2,1.173,0.7265,1.614874896,0,0,8.5,18
2013,ala,ala12,t2,ala12_t2,0.719,0.5247,0.959411758,1,0,13.5,23
2012,ala,ala12,t2,ala12_t2,0.357,0.5147,0.998177685,0,0,13.5,23
2011,ala,ala12,t2,ala12_t2,0.372,0.2169,1.10011661,0,0,13.5,23
2010,ala,ala12,t2,ala12_t2,0.608,0.5398,1.038546187,0,0,13.5,23
2009,ala,ala12,t2,ala12_t2,0.298,0.4844,0.987890351,0,0,13.5,23
2008,ala,ala12,t2,ala12_t2,0.509,0.4087,1.031900283,0,0,13.5,23
2007,ala,ala12,t2,ala12_t2,0.648,0.4843,1.042486969,0,0,13.5,23
2006,ala,ala12,t2,ala12_t2,1.403,0.6559,1.108129861,0,0,13.5,23
2005,ala,ala12,t2,ala12_t2,1.68,0.6609,1.053343505,0,0,13.5,23
2004,ala,ala12,t2,ala12_t2,1.042,1.0494,1.152728883,0,0,13.5,23
2003,ala,ala12,t2,ala12_t2,0.936,1.5691,1.167325668,0,0,13.5,23
2002,ala,ala12,t2,ala12_t2,0.982,0.6458,1.262126382,0,0,13.5,23
2001,ala,ala12,t2,ala12_t2,0.884,0.8829,1.427017033,0,0,13.5,23
2000,ala,ala12,t2,ala12_t2,1.007,0.5701,1.397307758,0,0,13.5,23
1999,ala,ala12,t2,ala12_t2,0.954,0.3229,1.434582443,0,0,13.5,23
1998,ala,ala12,t2,ala12_t2,1.303,0.8627,1.424595728,0,0,13.5,23
2013,ala,ala14,t2,ala14_t2,0.952,0.9737,0.978023437,0,0,6,16
2012,ala,ala14,t2,ala14_t2,1.32,1.11,1.189636037,0,0,6,16
2011,ala,ala14,t2,ala14_t2,1.052,0.7668,1.372539714,0,0,6,16
2010,ala,ala14,t2,ala14_t2,1.833,1.4178,1.292850401,0,0,6,16
2013,ala,ala21,t2,ala21_t2,1.158,0.666,1.739420517,0,0,5,14
2012,ala,ala21,t2,ala21_t2,0.99,0.5802,1.705876964,0,0,5,14
2011,ala,ala21,t2,ala21_t2,1.237,0.6609,1.871400298,0,0,5,14
2010,ala,ala21,t2,ala21_t2,1.284,0.6408,2.003476577,0,0,5,14
2009,ala,ala21,t2,ala21_t2,0.831,0.4894,1.69759726,0,0,5,14
2008,ala,ala21,t2,ala21_t2,1.149,0.6861,1.675034244,0,0,5,14
